"message_id","user_id","user_is_bot","user_first_name","chat_id","chat_type","text","date","context_date"
"9","687237155","false","Gabriel","-1002708887364","supergroup","teste","1751564990","2025-07-03"
"10","687237155","false","Gabriel","-1002708887364","supergroup","projeto gabriel","1751565371","2025-07-03"
